dist_to_military_base	reported_at	weather	dist_to_airport	airport_name	longitude	county	latitude	shape	military_component	airport_type	location	duration	military_site	sighted_at	military_area
107.12813307372592	19980914	[object Object]	7.1231655327121155	Omak Airport	-119.6527477	[object Object]	48.5158513		Navy Active	small_airport	 Okanogan, WA	3 minutes	Jim Creek	19980914	43893083.921875
5.191077807071739	19980927	[object Object]	4.9802165231340405	Mount Holly Airport	-80.1098123	[object Object]	32.9857275	 sphere	AF Active	small_airport	 Ladson, SC	0.5 Seconds	Charleston AFB	19980922	17363437.203125
32.81235934657439	19981005	[object Object]	1.8466971580056495	Henry Mayo Newhall Memorial Hospital Heliport	-118.5291917	[object Object]	34.3798765	 sphere	AF Active	heliport	 Newhall, CA	3-4 seconds	Los Angeles AFB	19981005	339838.0625
4.494626277690103	19980924	[object Object]	4.529356897641576	Papago Army Heliport	-111.8992365	[object Object]	33.5091215	 fireball	Army Guard	heliport	 Scottsdale, AZ	1.5-2 Seconds	NG Papago Military Reservation	19980923	2526075.26953125
43.873091379558915	19981117	[object Object]	6.732855344343263	Double Bar S Ranches Airport	-96.6011294	[object Object]	35.9884013	 fireball	AF Guard	closed	 Drumright, OK	.5 sec	Tulsa IAP	19981116	622596.1171875
51.57120079368603	19981024	[object Object]	0.7655018152691044	Douglas County Hospital Heliport	-95.377883	[object Object]	45.8846686	 fireball	Army Guard	heliport	 Alexandria, LA	60sec	Camp Ripley	19981023	445727232.898438
33.86157364220392	19981126	[object Object]	8.467673463802411	Jordans Airport	-84.614328	[object Object]	31.5311784	 unknown	MC Active	small_airport	 Calhoun, GA	30-45 sec.	MCLB Albany	19981124	18600877.1445312
32.505077778117304	19980904	[object Object]	12.166293305104174	Mc Kenzie Bridge State Airport	-122.3326256	[object Object]	44.1618955	 cylinder	Army Guard	small_airport	 Blue River, OR	3-4 minutes	NG Lane County MD/Fms	19980904	175423.609375
3.138123804326051	19980914	[object Object]	2.0733002409474834	Fallon Municipal Airport	-118.78	[object Object]	39.481	 light	Navy Active	small_airport	 Fallon, NV	3 min	NAS Fallon	19980907	57539984.7070312
34.91546690542952	19980719	[object Object]	1.5061794061308045	Longmont United Hospital Heliport	-105.1019287	[object Object]	40.1672117	 triangle	AF Active	heliport	 Longmont, CO	3 to 5 minutes	Buckley AFB	19980718	22404776.203125
5.471062037246139	19981019	[object Object]	1.1368858379586093	Pearson Field	-122.6744557	[object Object]	45.6306954	 light	AF Guard	small_airport	 Vancouver, WA	3-5 seconds	Portland IAP	19981019	2143546.1953125
21.534060391016723	19981202	[object Object]	0.5059369810671139	Millbury Savings/West Heliport	-71.7600702	[object Object]	42.1939835	 light	Army Active	heliport	 Millbury, MA	a minute or two	US Army Soldier Systems Center Natick	19960615	489183.140625
5.471062037246139	19981028	[object Object]	1.1368858379586093	Pearson Field	-122.6744557	[object Object]	45.6306954	 other	AF Guard	small_airport	 Vancouver, WA	1-2 min.	Portland IAP	19981023	2143546.1953125
1.3943417854731244	19980822	[object Object]	1.4753707947582342	Grayling Army Air Field	-84.714637	[object Object]	44.661517	 sphere	Army Guard	small_airport	 Grayling, MI	30min.	NG Grayling Airfield	19980809	7382013.6328125
13.27861082102053	19980919	[object Object]	3.6904524833406493	Fort Lauderdale Executive Airport	-80.2258811	[object Object]	26.217305	 other	Navy Active	medium_airport	 North Lauderdale, FL	?	Dania Beach (Lauderdale)	19910615	358.27734375
17.792893494652525	19981119	[object Object]	0.7423907611887407	Medical Center of Arlington Heliport	-97.1057149357776	[object Object]	32.701939	 diamond	Army Guard	heliport	 Arlington, TX	few minutes	NG Saginaw	19940815	848152.64453125
10.253464453936271	19980730	[object Object]	0.9969355235772447	Lincoln Tower Heliport	-122.7719339	[object Object]	45.4307473	 unknown	Army Guard	heliport	 Tigard, OR	1-2 minutes	NG Camp Withycombe Clackamas	19920816	641792.40625
63.944315569209195	19980704	[object Object]	1.9173456083578049	Sierra Vista Hospital Heliport	-107.2275523	[object Object]	33.1680687	 circle	Army Guard	heliport	 Las Cruces, NM	3 minutes	NG Las Cruces	19980625	530701.546875
8.900970576529607	19981117	[object Object]	2.7993097234411026	UC Davis Medical Center Tower II Heliport	-121.4943996	[object Object]	38.5815719	 circle	AF Active	heliport	 Sacramento, CA	8-10 sec	McClellan AFB	19981117	19173738.5742188
9.427836701113753	19981113	[object Object]	0.45520869586865764	Intermountain Medical Center Helipad	-111.888417	[object Object]	40.6667841	 light	AF Guard	heliport	 Murray, UT	5 min.	Salt Lake City IAP	19981012	965974.72265625
2.8061536737014667	19980922	[object Object]	2.109681573641747	Portsmouth Ramada Heliport	-71.2503157	[object Object]	41.6024068	 egg	Navy Active	heliport	 Portsmouth, RI	2 sec	NS Newport	19980922	6652173.89453125
24.566949896213714	19980708	[object Object]	1.4804979656762023	Flying 'O' Ranch Heliport	-122.100222	[object Object]	47.3657791	 circle	Navy Active	heliport	 Covington, WA	20 min.	Manchester	19980620	2388195.078125
39.60226968581562	19981014	[object Object]	3.5414836473410634	Samaritan North Lincoln Hospital Heliport	-123.9465021	[object Object]	45.0242748	 other	Army Guard	heliport	 Otis, OR	3 seconds	NG Camp Adair Corvallis	19981014	4228533.546875
6.465152497461189	19980624	[object Object]	1.750501849446062	Jersey Shore Medical Center Heliport	-74.0120817	[object Object]	40.2203907	 cigar	Army Guard	heliport	 Asbury Park, NJ	2 min	NG NGTC Sea Girt NJ	19980524	1186724.45703125
23.68701343676991	19981129	[object Object]	2.5862580394252905	Augusta Seaplane Base	-69.775543	[object Object]	44.230441	 disk	Navy Active	seaplane_base	 Gardiner, ME	10-15 minutes	NAS Brunswick	19971215	24048758.6992188
91.41078210564082	19981031	[object Object]	0.2027189109383992	Community Medical Center Heliport	-113.9952796	[object Object]	46.8700801	 light	Army Guard	heliport	 Missoula, MT		MTA Fort Wm Henry Harrison	19981029	56277425.453125
9.573673353445221	19980808	[object Object]	2.3098885892896193	Albany Municipal Airport	-123.1059324	[object Object]	44.6365071	 cone	Army Guard	small_airport	 Albany, OR	45 seconds	NG Camp Adair Corvallis	19980806	4228533.546875
5.597236742282171	19980728	[object Object]	3.5367025683379	Saratoga County Airport	-73.8490111	[object Object]	43.0009087	 oval	Navy Active	small_airport	 Ballston Spa, NY	30min.	Naval Support Unit Saratoga Springs	19980726	170780.5859375
4.299754012445733	19981102	[object Object]	0.21093920617764145	KTSP Heliport	-112.0773456	[object Object]	33.4485866	 cross	AF Guard	heliport	 Phoenix, AZ	5 seconds	Sky Harbor IAP	19981101	353114.80078125
3.082730515068945	19981020	[object Object]	1.8365902183658567	UMC Trauma Center Heliport	-90.5081478	[object Object]	41.5255466	 sphere	Army Active	closed	 Bettendorf, IA	5-7 MIN.	Rock Island Arsenal	19981018	6490725.890625
86.900193947319	19980625	[object Object]	6.467634880696298	Etmc - Gun Barrel City Heliport	-96.0066354	[object Object]	32.3070902	 light	Army Guard	heliport	 Eustace, TX	2 minutes	NG Saginaw	19970822	848152.64453125
32.439885593193225	19980816	[object Object]	1.7037821916121363	Hsi Heliport	-72.9914925	[object Object]	41.228153	 disk	AF Guard	heliport	 Woodmont, CT	15minutes	Francis S. Gabreski Airport	19970901	615253.3984375
8.961936176104683	19980904	[object Object]	7.110086111845024	Sauter Airport	-100.53123	[object Object]	46.820549	 sphere	Army Guard	small_airport	 Menoken, ND	10 minutes	NG Bismarck RJB Complex	19960529	786799.5859375
35.80819285384237	19981019	[object Object]	3.112809026079944	Lancaster County-Mc Whirter Field	-80.9022869851847	[object Object]	34.7007225	 light	AF Guard	small_airport	 Fort Lawn, SC	30 minutes	Charlotte/Douglas IAP	19981015	635217.015625
4.968019167527323	19980821	[object Object]	0.7746642958760577	Flagstaff Medical Center East No. 2 Heliport	-111.6514259	[object Object]	35.199458	 fireball	Navy Active	heliport	 Flagstaff, AZ	2 minutes	NAVOBSSTA Flagstaff	19980819	1737879.359375
24.92067966332483	19980707	[object Object]	2.0598919597088154	Wagner's Landing Heliport	-83.4396633	[object Object]	42.7086411	 light	Army Active	heliport	 Clarkston, MI	45 SECONDS	Detroit Arsenal	19980704	1370400.19140625
5.883631035481837	19981028	[object Object]	0.21761312685532008	World Trade Center Heliport	-122.6741949	[object Object]	45.5202471	 fireball	AF Guard	heliport	 Portland, OR	7sec	Portland IAP	19981018	2143546.1953125
89.68263422970035	19981018	[object Object]	4.345398139890191	Battle Mountain Airport	-116.9342671	[object Object]	40.6421334	 disk	Navy Active	small_airport	 Battle Mountain, NV	5 miutes	NAS Fallon Target B-20	19960914	282987613.277344
4.494626277690103	19981016	[object Object]	4.529356897641576	Papago Army Heliport	-111.8992365	[object Object]	33.5091215	 disk	Army Guard	heliport	 Scottsdale, AZ	22;30	NG Papago Military Reservation	19980919	2526075.26953125
3.7954962428160717	19981112	[object Object]	0.25745264881013685	American Stores Heliport	-111.8904308	[object Object]	40.7670126	 fireball	AF Guard	heliport	 Salt Lake City, UT		Salt Lake City IAP	19981108	965974.72265625
34.26449259116015	19980801	[object Object]	3.079897969124496	Livingston County Spencer J. Hardy Airport	-83.9293952	[object Object]	42.6072552	 unknown	Army Guard	small_airport	 Howell, MI	5 minutes	NG Lansing Headquarters Complex	19980801	436700.90625
5.353455436978367	19981001	[object Object]	2.9916146671009924	Yuma Regional Medical Center Heliport	-114.624397	[object Object]	32.7253249	 fireball	MC Active	heliport	 Yuma, AZ	1.5 sec	MCAS Yuma	19980929	27210761.90625
32.741156502366	19980914	[object Object]	1.1363844319295757	Boulder Community Hospital Heliport	-105.2705456	[object Object]	40.0149856	 other	AF Active	heliport	 Boulder, CO	10 seconds	Buckley AFB	19980913	22404776.203125
23.454402742608263	19981010	[object Object]	1.196409526296155	Il.Dept Of Transportation Heliport	-88.2811895	[object Object]	42.0372487	 cylinder	Navy Active	heliport	 Elgin, IL	30 +/- min	Glenview	19981010	238423.87890625
13.672613565234922	19980701	[object Object]	7.508744708274352	UM Charles Regional Medical Center Heliport	-76.9106581	[object Object]	38.6263882	 oval	Army Active	heliport	 Waldorf, MD	45-60 seconds	Fort Belvoir	19980630	53729280.1210938
11.241696143442919	19980717	[object Object]	3.573069423159687	St Vincent Indianapolis Hospital Heliport	-86.1663044016252	[object Object]	39.95530865	 sphere	Army Active	heliport	 Indianapolis (Carmel), IN	4-5 minutes	Fort Benjamin Harrison	19980717	957385.6875
49.8363741284936	19981118	[object Object]	3.779610472628848	Short-N-Ruff Airport	-90.8492967	[object Object]	37.7867146	 circle	AF Active	small_airport	 Belgrade, MO	30 seconds	NGA Arnold Site	19981116	227171.921875
38.61461006849543	19980926	[object Object]	16.592877713959084	Kendall Airstrip	-121.8144677	[object Object]	48.7767986	 oval	Navy Active	small_airport	 Mt. Baker, WA	5-10 Seconds	Jim Creek	19980912	43893083.921875
0.6514331251611162	19980801	[object Object]	0.6999308070723056	San Diego Police Headquarters Heliport	-117.1627714	[object Object]	32.7174209	 other	Navy Active	heliport	 San Diego, CA	non-stop	NB San Diego Broadway Complex	19980731	78357.9609375
76.70422283767303	19980801	[object Object]	0.9820618329960076	Olean General Heliport	-78.4297419	[object Object]	42.077565	 light	AF Reserve	heliport	 Olean, NY	15-20 minutes	Niagara Falls	19980801	4736892.94921875
7.998980509450444	19980906	[object Object]	3.745396034953323	Jsj Heliport	-111.8240503	[object Object]	33.4979986	 other	Army Guard	heliport	 Cottonwood, AZ	3-5minutes	NG Papago Military Reservation	19980906	2526075.26953125
44.28482583050881	19981207	[object Object]	3.453690857652636	Konocti  - Clear Lake Seaplane Base	-122.7330443	[object Object]	39.0262843	 cross	AF Active	seaplane_base	 Glenhaven, CA	6 seconds	Point Arena AFS	19981201	536166.30078125
5.270293080297149	19980701	[object Object]	1.6385799449359704	St Francis M C Helistop	-74.7454283901083	[object Object]	40.195237	 disk	Army Guard	heliport	 Trenton (Hamilton Township), NJ	5 minutes	NG Lawrenceville	19980627	543861.125
47.63425835290373	19981107	[object Object]	6.602189066711482	Coleman Municipal Airport	-99.5120986	[object Object]	31.8160381	 light	AF Active	small_airport	 Lake Fork, TX	30 sec.	Dyess AFB	19970715	30567720.4335938
24.044950022058245	19981130	[object Object]	2.542814079031691	Central Dupage Hospital Heliport	-88.2039607	[object Object]	41.8847507	 rectangle	Navy Active	heliport	 West Chicago, IL	3 minutes	Glenview	19980612	238423.87890625
13.56745883878808	19981117	[object Object]	4.259198566883189	Aero Heliport	-97.681607	[object Object]	30.509808	 triangle	Army Guard	heliport	 Austin (Round Rock), TX	5 seconds	NG Camp Mabry	19981116	2006130.2109375
6.318684162882207	19981103	[object Object]	0.1568576802498706	Baton Rouge General Hospital Heliport	-91.154551	[object Object]	30.4507462	 fireball	Army Guard	heliport	 Baton Rouge, LA	1-2 secs	Baton Rouge LSU South Campus	19981103	277427.08984375
62.52832495218953	19980731	[object Object]	2.6393500450690848	Vancouver (Vancouver Film Studios) Heliport	-123.0008188	[object Object]	49.2270892	 light	Navy Active	closed	 Hollywood, CA	APROX 10 MIN	NAS Whidbey Island	19980423	39137019.6640625
9.060797386952133	19980717	[object Object]	0.3798664542368146	Castle Heliport	-117.2286478	[object Object]	33.7825194	 light	AF Reserve	heliport	 Perris, CA	3 minutes	March ARB	19980612	12402591.7695312
43.38854815254801	19980907	[object Object]	1.8207628205558732	Lost Bridge Airport	-84.7480038	[object Object]	39.1525576	 triangle	Army Guard	small_airport	 North Bend, OH	45 sec.	NG Muscatatuck Urban Training Center	19980529	6457380.734375
13.280771536016642	19981117	[object Object]	10.230574856962036	Bauneg Beg Seaplane Base	-70.5992201	[object Object]	43.2489755	 sphere	Navy Active	seaplane_base	 Ogunquit, ME	:01	NSY Portsmouth	19981103	2423801.7734375
18.28051132339699	19981105	[object Object]	1.8091322817415507	St Joseph Medical Center Heliport	-118.3258554	[object Object]	34.1816482	 fireball	AF Active	heliport	 Burbank, CA	1 second	Los Angeles AFB	19981105	339838.0625
6.277154343823336	19981024	[object Object]	0.4667365386574077	Hyatt Regency Hotel Heliport	-81.0998342	[object Object]	32.0835407	 fireball	AF Guard	heliport	 Savannah (central), GA	5 seconds	Savannah/Hilton Head IAP	19981004	1167138.16601562
2.104496131448854	19981001	[object Object]	0.9389472508646445	Providence Hospital Heliport	-122.2013998	[object Object]	47.9673056	 fireball	Navy Active	heliport	 Everett, WA	2 seconds	NS Everett	19980923	1900098.9140625
12.021373178643913	19981110	[object Object]	3.4932479106333414	San Antonio Regional Hospital Heliport	-117.5751735	[object Object]	34.1033192	 disk	Navy Active	heliport	 Rancho Cucamonga, CA	15 minutes	Norco	19981110	1436522.51171875
22.103809565351927	19981015	[object Object]	2.9138634867460294	Naval Hospital Heliport	-122.1560768	[object Object]	37.7249296	 chevron	Navy Active	heliport	 San Leandro, CA	hovering	Det Concord (BRAC)	19980808	33823463.3867188
55.56271986764891	19980928	[object Object]	1.2476958886769296	9 Newsport Heliport	-84.5124602	[object Object]	39.1014537	 fireball	Army Guard	heliport	 Cincinnati, OH	5-10seconds	NG Muscatatuck Urban Training Center	19980928	6457380.734375
14.229608922574966	19981204	[object Object]	0.6646415647235179	Alton Bay Seaplane Base	-71.2320118	[object Object]	43.4686905	 light	Army Guard	seaplane_base	 Alton Bay, NH	10 min	NG New Hampshire TS	19981124	799780.09375
62.617250367634014	19981116	[object Object]	6.524568680603935	Gene Wash Reservoir Airport	-114.0824451	[object Object]	34.2700153	 flash	Army Active	small_airport	 Mesa, AZ	2 seconds	Yuma Proving Ground	19981114	6401973846.82031
12.689542620144435	19981107	[object Object]	1.9502990051428437	Chandler Regional Hospital Heliport	-111.8408489	[object Object]	33.3067132	 fireball	AF Guard	heliport	 Chandler, AZ	2 seconds	Sky Harbor IAP	19981107	353114.80078125
12.834044097866128	19980730	[object Object]	0.5259794287292544	Massachusetts General Hospital Heliport	-71.0595678	[object Object]	42.3604823	 disk	AF Active	heliport	 Boston, MA	unkown	Hanscom AFB	19980601	5744730.1875
38.0075553121488	19981026	[object Object]	2.2187917250177347	C.C. Hospital Heliport	-77.8538859448932	[object Object]	40.78791245	 disk	Army Guard	heliport	 State College, PA	15 min	NG Hollidaysburg	19981025	156532.93359375
24.592710605444353	19981118	[object Object]	2.083049606712081	Searey Central SPB	-81.7689119854132	[object Object]	28.7886715	 other	Navy Active	seaplane_base	 Tavares, FL	3 seconds	Pinecastle E.W. Range	19981117	30280363.421875
9.155743098394517	19980926	[object Object]	2.005329966315804	County Medical Center Heliport	-121.9031599	[object Object]	37.3297085	 formation	Navy Active	heliport	 San Jose, CA	5min	NAVPMOSSP Mtn View	19980926	317616.078125
50.94737999915115	19980622	[object Object]	0.5718716711000857	Executive Inn Heliport	-87.5558483	[object Object]	37.9747645	 light	Army Guard	closed	 Evansville, IN	5 minutes	W.H. Ford Regional Training Ctr	19980622	71984934.0429688
3.886554764854383	19980929	[object Object]	0.059876317982842056	Capitol National Bank Building Heliport	-97.7436995	[object Object]	30.2711286	 triangle	Army Guard	heliport	 Austin, TX	10 seconds	NG Camp Mabry	19980928	2006130.2109375
12.496270338550813	19981012	[object Object]	0.43361166545365654	Good Samaritan Hospital Heliport	-122.2921406	[object Object]	47.1849009	 fireball	Army Active	heliport	 Puyallup, WA	5 sec.	Fort Lewis	19980915	769332661.617188
8.847568588747459	19981030	[object Object]	0.7169854740454643	Medical University of South Carolina Heliport	-79.9402728	[object Object]	32.7876012	 fireball	AF Active	heliport	 Charleston, SC	5 seconds	Charleston Defense Fuel Support Point	19980905	255975.3515625
23.044406979311887	19980907	[object Object]	0.24904337302051902	Bayfront Garage Heliport	-80.0852421	[object Object]	42.1290657	 light	Army Guard	heliport	 Erie, PA	15 seconds	NG Cambridge Springs	19980726	772697.48046875
3.886554764854383	19981008	[object Object]	0.059876317982842056	Capitol National Bank Building Heliport	-97.7436995	[object Object]	30.2711286	 triangle	Army Guard	heliport	 Austin, TX	10 seconds	NG Camp Mabry	19981008	2006130.2109375
9.853157591586394	19981118	[object Object]	3.815078378768698	Phoenix Goodyear Airport	-112.437519631803	[object Object]	33.4022515	 light	Army Guard	small_airport	 Goodyear, AZ	onehour	NG Buckeye	19981117	8747963.33984375
13.283910945252776	19980713	[object Object]	1.3690530459861894	The Sea Ranch Airport	-123.4544532	[object Object]	38.7151899		AF Active	small_airport	 Sea Ranch, CA	5 minutes	Point Arena AFS	19980709	536166.30078125
9.617792974348685	19980929	[object Object]	10.092434951847972	Chowning Heliport	-106.372802	[object Object]	35.1075459	 fireball	AF Active	heliport	 Cedar Crest, NM	4 sec.	Kirtland AFB	19980922	279148643.554688
7.251227120776391	19990324	[object Object]	3.012004786019163	Northwest Hospital Heliport	-76.796299	[object Object]	39.4010753	 other	Army Guard	heliport	 Owings Mills, MD	5 minutes	NG MTA Camp Fretterd	19990115	3996836.83984375
12.021373178643913	19990202	[object Object]	3.4932479106333414	San Antonio Regional Hospital Heliport	-117.5751735	[object Object]	34.1033192	 fireball	Navy Active	heliport	 Rancho Cucamonga, CA	10 sec.	Norco	19990202	1436522.51171875
23.807375002742507	19990323	[object Object]	0.5050143583664998	Osceola Regional Hospital Heliport	-81.4075838	[object Object]	28.2918995	 other	Navy Active	heliport	 Kissimmee, FL	one minute	NSA Orlando	19990318	217717.802734375
11.80090197112748	19990224	[object Object]	6.372170916598638	Landells Heliport	-116.478445542368	[object Object]	33.34580905	 disk	Navy Active	heliport	 Anza Borrego Desert, CA	3 minutes	Warner Springs RTS	19990214	35439357.2304688
7.616143093543989	19981221	[object Object]	2.417835131722939	Barksdale Air Force Base	-93.6621216	[object Object]	32.46682	 rectangle	AF Active	large_airport	 Bossier Parish (southern), LA	15-20 MNS.	Barksdale AFB	19970315	125216564.339844
59.229246941835406	19990109	[object Object]	1.889938224615151	Île Sainte-Hélène Water Airport	-73.5428	[object Object]	45.5484418		AF Active	seaplane_base	 Chico, CA	3 min.	Plattsburg AFB	19990108	27267935.8164062
4.299754012445733	19981212	[object Object]	0.21093920617764145	KTSP Heliport	-112.0773456	[object Object]	33.4485866	 circle	AF Guard	heliport	 Phoenix, AZ	10 minutes	Sky Harbor IAP	19970313	353114.80078125
31.94529299859424	19990107	[object Object]	0.3740642642707309	Placid Heliport	-96.8044259	[object Object]	32.7807807	 circle	Army Guard	heliport	 North Dallas, TX	5 seconds	NG Saginaw	19990106	848152.64453125
237.16917640603066	19990115	[object Object]	3.1811757194853287	Calgary (Rockyview Hospital) Heliport	-114.025370802361	[object Object]	50.9916281	 diamond	Navy Active	heliport	 Calgary (Canada), AB	10 minutes	Bayview Idaho	19990115	197158.8046875
59.083739788303525	19981221	[object Object]	2.4607298832140905	Myrtle Beach International Airport	-78.8900409	[object Object]	33.6956461	 disk	Army Active	medium_airport	 Myrtle Beach, SC	30 seconds	Military Ocean Tml Sunny Point	19981221	68113393.0507812
237.07985000374606	19990227	[object Object]	1.5492961958497384	Calgary (Children's Hospital) Heliport	-114.1522951	[object Object]	51.034096	 sphere	Navy Active	closed	 Glendale, CA	12 seconds	Bayview Idaho	19941123	197158.8046875
13.488861621082222	19981206	[object Object]	2.5641180865286084	San Antonio Regional Hospital Heliport	-117.5985775	[object Object]	34.122887	 circle	Navy Active	heliport	 Alta Loma, CA	60 minutes +	Norco	19970910	1436522.51171875
5.353455436978367	19990301	[object Object]	2.9916146671009924	Yuma Regional Medical Center Heliport	-114.624397	[object Object]	32.7253249	 triangle	MC Active	heliport	 Yuma, AZ	3 minutes	MCAS Yuma	19980728	27210761.90625
69.47483835627055	19990305	[object Object]	4.8131179101357136	Napanee Airstrip	-76.9276688	[object Object]	44.2022414	 cross	Army Active	small_airport	 Anderson, CA	30 minutes	Fort Drum	19960330	853172736.429688
34.11177993262451	19981227	[object Object]	2.042623551147077	Presence Mercy Medical Center Heliport	-88.3147539	[object Object]	41.7571701	 triangle	Navy Active	heliport	 Aurora, IL	5 Minutes	Glenview	19950816	238423.87890625
10.625346664426944	19981122	[object Object]	2.832642525586585	Silverbird Airport	-117.5757676	[object Object]	47.4873895	 sphere	AF Active	small_airport	 Cheney, WA	8 seconds	Fairchild AFB	19981122	37675834.96875
22.721968599292484	19990303	[object Object]	1.2203913592319378	Sedona Airport	-111.7929891	[object Object]	34.8657757	 sphere	Navy Active	small_airport	 Sedona, AZ	5 minutes	NAVOBSSTA Flagstaff	19970401	1737879.359375
73.89359461217178	19990320	[object Object]	3.674908023754145	Elmira Corning Regional Airport	-76.8205119	[object Object]	42.167019	 chevron	MC Reserve	medium_airport	 Horseheads, NY	15 seconds	MCRC Syracuse	19990320	2008271.40625
102.16734128005886	19981215	[object Object]	0.21224873969055683	Shasta Regional Medical Center Heliport	-122.3916754	[object Object]	40.5863563	 fireball	AF Active	heliport	 Redding, CA	5 seconds	Tulelake Radar Site	19981214	38689023.53125
68.33707934461373	19990307	[object Object]	1.027608064566394	Laughlin Bullhead International Airport	-114.5730208	[object Object]	35.1677771	 light	Army Guard	small_airport	 Laughlin, NV	6-8 min.	NG Lv (Henderson) Readiness Ctr	19990227	329120.0390625
50.09976970195834	19990319	[object Object]	8.442712739397518	Mission Hospitals Heliport	-82.5606851	[object Object]	35.6970547	 other	Army Guard	heliport	 Weaverville, NC	forty seconds	NG Johnson City Gray	19990319	671956.40234375
5.300451989511985	19981206	[object Object]	0.8161909984707233	The Ritz-Carlton Hotel Company Heliport	-118.4497507	[object Object]	33.9726931	 unknown	AF Active	heliport	 Marina del Rey/Los Angeles, CA	full minute	Los Angeles AFB	19981205	339838.0625
2.146257994536013	19981221	[object Object]	2.712198949243737	Phico Heliport	-77.0047276	[object Object]	40.2101972	 unknown	Navy Active	closed	 Mechanicsburg, PA	20 minutes	NSA Mechanicsburg	19981218	5593418.1328125
3.8926239486240157	19981121	[object Object]	0.5162289450832255	St Luke's Boise Medical Center Heliport	-116.200835	[object Object]	43.61656	 sphere	AF Guard	heliport	 Boise, ID		Boise Air Terminal (ANG)	19980625	4528267.0078125
10.093268705892662	19990316	[object Object]	0.2752033620166583	1001 Fourth Avenue Plaza Heliport	-122.3300624	[object Object]	47.6038321	 sphere	Navy Active	heliport	 Seattle, WA	5 seconds	Manchester	19980316	2388195.078125
41.69839806261063	19990310	[object Object]	0.5000136271793356	Lafayette Home Hospital Heliport	-86.8752869	[object Object]	40.4167022	 fireball	AF Active	heliport	 Lafayette, IN	15 minutes	Grissom AFB	19970710	9341719.33203125
3.364109888601745	19981210	[object Object]	2.0760779907218674	Luke Air Force Base	-112.404683063895	[object Object]	33.558997	 other	AF Active	large_airport	 Glendale, AZ	60 secs	Luke AFB	19981205	17196872.2851562
3.886554764854383	19981216	[object Object]	0.059876317982842056	Capitol National Bank Building Heliport	-97.7436995	[object Object]	30.2711286	 fireball	Army Guard	heliport	 Austin, TX	5 seconds	NG Camp Mabry	19981116	2006130.2109375
13.373837857150312	19981229	[object Object]	1.8481201526443167	Festus Memorial Airport	-90.3790094	[object Object]	38.2211656	 light	AF Active	small_airport	 Crystal City, MO	1 sec.	NGA Arnold Site	19920615	227171.921875
49.93523888816705	19990131	[object Object]	0.6758547216213316	LA State Police Troop D Heliport	-93.2173759	[object Object]	30.2265949	 triangle	Army Active	heliport	 Lake Charles, LA	10 MINUTES	Fort Polk	19990131	1325277992.47656
23.629268031546562	19990301	[object Object]	1.9804593399298345	Norman Grier Field	-122.1329503	[object Object]	47.3579891	 sphere	Navy Active	small_airport	 Covington (East of  Kent), WA	17 minutes	Manchester	19990228	2388195.078125
10.110938384087198	19990301	[object Object]	1.9963755159057628	Sierra Vista Community Hospital Heliport	-110.3036929	[object Object]	31.5545401	 unknown	Army Active	heliport	 Sierra Vista, AZ	7-10 minutes	Fort Huachuca	19990202	454510247.75
21.438794654314155	19990304	[object Object]	15.746972732085466	Caas Airport	-115.674702	[object Object]	36.287686	 formation	AF Active	small_airport	 Mt. Charlston, NV	2 1/2 hr&apos;s	Creech AFB	19980424	13026145.8828125
10.636516755550801	19990323	[object Object]	0.1775485239466698	Baltimore Police Department Heliport	-76.610759	[object Object]	39.2908816	 formation	AF Guard	heliport	 Baltimore, MD	1 minute	Martin State Apt	19990319	1188755.15234375
15.968138781222423	19990228	[object Object]	1.2614466829619655	Passaic River Seaplane Base	-74.0970865	[object Object]	40.833989	 circle	Army Active	seaplane_base	 East Rutherford, NJ	45 secs.	Fort Hamilton	19990228	1132723.69921875
5.454710205533356	19981214	[object Object]	1.0089245142664667	Amch Heliport	-73.754968	[object Object]	42.6511674	 light	Army Active	heliport	 Albany, NY	unknown	Watervliet Arsenal	19981203	995648.75390625
19.4374456451854	19990212	[object Object]	2.0303888865276445	Graphic Scanning Corporation Heliport	-73.9523597	[object Object]	40.8853773	 light	Army Active	heliport	 Englewood Cliffs, NJ	00:02	Fort Hamilton	19970619	1132723.69921875
7.086637017739758	19990110	[object Object]	2.5061748969114497	Bentley Heliport	-70.8999115783665	[object Object]	43.015056	 rectangle	AF Guard	heliport	 Stratham, NH	30 seconds?	Pease ANGB	19981227	1655707.421875
56.134835726310335	19981211	[object Object]	3.3930098721643387	Mayfield Graves County Airport	-88.6352595	[object Object]	36.7413624	 triangle	Army Active	small_airport	 Mayfield, KY	15 Seconds	Milan AAP	19910615	144119675.296875
2.8864276260602817	19990130	[object Object]	0.35627662461590714	St Mary's Regional Medical Center Heliport	-119.8136744	[object Object]	39.52927	 light	AF Guard	heliport	 Reno, NV	30 min.	Reno Tahoe IAP	19971209	392378.37890625
22.721968599292484	19990304	[object Object]	1.2203913592319378	Sedona Airport	-111.7929891	[object Object]	34.8657757	 other	Navy Active	small_airport	 Sedona, AZ	45 min.	NAVOBSSTA Flagstaff	19990219	1737879.359375
41.437378475926934	19990111	[object Object]	7.199148410433231	Santa Rosa Memorial Hospital Heliport	-122.7010984	[object Object]	38.3396367	 sphere	Army Active	heliport	 Rohnert Park, CA	5 seconds	Military Ocean Terminal Concord	19990111	41065303.3945312
